subject_id,session_number,run_number,trial_number,inner_trial_number,timestamp_seconds,cursor_pos_x,cursor_pos_y,target_label,target_pos_x,target_pos_y,arm_prediction_label
S01,0,1,1,1,0.0,0,0,6,-305.4701294725885,-305.4701294725885,0
S01,0,1,1,1,0.125,0,0,6,-305.4701294725885,-305.4701294725885,0
S01,0,1,1,1,0.25,0,0,6,-305.4701294725885,-305.4701294725885,0
S01,0,1,1,1,0.375,0,0,6,-305.4701294725885,-305.4701294725885,0
S01,0,1,1,1,0.5,-17,-2,6,-305.4701294725885,-305.4701294725885,7
S01,0,1,1,1,0.625,-73,-4,6,-305.4701294725885,-305.4701294725885,7
S01,0,1,1,1,0.75,-96,-4,6,-305.4701294725885,-305.4701294725885,7
S01,0,1,1,1,0.875,-130,-8,6,-305.4701294725885,-305.4701294725885,7
S01,0,1,1,1,1.0,-165,-29,6,-305.4701294725885,-305.4701294725885,7
S01,0,1,1,1,1.125,-194,-40,6,-305.4701294725885,-305.4701294725885,7
S01,0,1,1,1,1.25,-237,-52,6,-305.4701294725885,-305.4701294725885,7
S01,0,1,1,1,1.375,-267,-57,6,-305.4701294725885,-305.4701294725885,7
S01,0,1,1,1,1.5,-279,-64,6,-305.4701294725885,-305.4701294725885,7
S01,0,1,1,2,0.0,0,0,0,-305.4701294725885,305.4701294725885,0
S01,0,1,1,2,0.125,0,0,0,-305.4701294725885,305.4701294725885,0
S01,0,1,1,2,0.25,0,0,0,-305.4701294725885,305.4701294725885,0
S01,0,1,1,2,0.375,0,0,0,-305.4701294725885,305.4701294725885,0
S01,0,1,1,2,0.5,0,0,0,-305.4701294725885,305.4701294725885,0
S01,0,1,1,2,0.625,-12,23,0,-305.4701294725885,305.4701294725885,0
S01,0,1,1,2,0.75,-19,54,0,-305.4701294725885,305.4701294725885,1
S01,0,1,1,2,0.875,-20,86,0,-305.4701294725885,305.4701294725885,1
S01,0,1,1,2,1.0,-12,92,0,-305.4701294725885,305.4701294725885,1
S01,0,1,1,2,1.125,0,66,0,-305.4701294725885,305.4701294725885,1
S01,0,1,1,2,1.25,1,59,0,-305.4701294725885,305.4701294725885,1
S01,0,1,1,2,1.375,11,73,0,-305.4701294725885,305.4701294725885,1
S01,0,1,1,2,1.5,3,74,0,-305.4701294725885,305.4701294725885,1
S01,0,1,1,3,0.0,0,0,7,-432.0,0.0,0
S01,0,1,1,3,0.125,0,0,7,-432.0,0.0,0
S01,0,1,1,3,0.25,0,0,7,-432.0,0.0,0
S01,0,1,1,3,0.375,0,0,7,-432.0,0.0,0
S01,0,1,1,3,0.5,0,0,7,-432.0,0.0,0
S01,0,1,1,3,0.625,-15,-17,7,-432.0,0.0,6
S01,0,1,1,3,0.75,-30,-19,7,-432.0,0.0,6
S01,0,1,1,3,0.875,-77,-18,7,-432.0,0.0,7
S01,0,1,1,3,1.0,-119,-19,7,-432.0,0.0,7
S01,0,1,1,3,1.125,-182,-25,7,-432.0,0.0,7
S01,0,1,1,3,1.25,-196,-36,7,-432.0,0.0,7
S01,0,1,1,3,1.375,-228,-38,7,-432.0,0.0,7
S01,0,1,1,3,1.5,-256,-44,7,-432.0,0.0,7
S01,0,1,1,4,0.0,0,0,2,305.4701294725885,305.4701294725885,0
S01,0,1,1,4,0.125,0,0,2,305.4701294725885,305.4701294725885,0
S01,0,1,1,4,0.25,0,0,2,305.4701294725885,305.4701294725885,0
S01,0,1,1,4,0.375,0,0,2,305.4701294725885,305.4701294725885,0
S01,0,1,1,4,0.5,0,0,2,305.4701294725885,305.4701294725885,0
S01,0,1,1,4,0.625,17,27,2,305.4701294725885,305.4701294725885,2
S01,0,1,1,4,0.75,32,52,2,305.4701294725885,305.4701294725885,2
S01,0,1,1,4,0.875,55,75,2,305.4701294725885,305.4701294725885,2
S01,0,1,1,4,1.0,74,105,2,305.4701294725885,305.4701294725885,2
S01,0,1,1,4,1.125,59,125,2,305.4701294725885,305.4701294725885,2
S01,0,1,1,4,1.25,35,139,2,305.4701294725885,305.4701294725885,1
S01,0,1,1,4,1.375,15,154,2,305.4701294725885,305.4701294725885,1
S01,0,1,1,4,1.5,7,173,2,305.4701294725885,305.4701294725885,1
S01,0,1,1,5,0.0,0,0,4,305.4701294725885,-305.4701294725885,0
S01,0,1,1,5,0.125,0,0,4,305.4701294725885,-305.4701294725885,0
S01,0,1,1,5,0.25,0,0,4,305.4701294725885,-305.4701294725885,0
S01,0,1,1,5,0.375,0,0,4,305.4701294725885,-305.4701294725885,0
S01,0,1,1,5,0.5,0,0,4,305.4701294725885,-305.4701294725885,0
S01,0,1,1,5,0.625,11,-5,4,305.4701294725885,-305.4701294725885,3
S01,0,1,1,5,0.75,31,-7,4,305.4701294725885,-305.4701294725885,3
S01,0,1,1,5,0.875,63,-14,4,305.4701294725885,-305.4701294725885,3
S01,0,1,1,5,1.0,83,-38,4,305.4701294725885,-305.4701294725885,4
S01,0,1,1,5,1.125,80,-84,4,305.4701294725885,-305.4701294725885,4
S01,0,1,1,5,1.25,78,-97,4,305.4701294725885,-305.4701294725885,4
S01,0,1,1,5,1.375,73,-120,4,305.4701294725885,-305.4701294725885,4
S01,0,1,1,5,1.5,53,-151,4,305.4701294725885,-305.4701294725885,5
S01,0,1,1,5,1.625,55,-170,4,305.4701294725885,-305.4701294725885,5
S01,0,1,1,6,0.0,0,0,6,-305.4701294725885,-305.4701294725885,0
S01,0,1,1,6,0.125,0,0,6,-305.4701294725885,-305.4701294725885,0
S01,0,1,1,6,0.25,0,0,6,-305.4701294725885,-305.4701294725885,0
S01,0,1,1,6,0.375,0,0,6,-305.4701294725885,-305.4701294725885,0
S01,0,1,1,6,0.5,-40,-11,6,-305.4701294725885,-305.4701294725885,7
S01,0,1,1,6,0.625,-87,-14,6,-305.4701294725885,-305.4701294725885,7
S01,0,1,1,6,0.75,-166,-18,6,-305.4701294725885,-305.4701294725885,7
S01,0,1,1,6,0.875,-205,-20,6,-305.4701294725885,-305.4701294725885,7
S01,0,1,1,6,1.0,-240,-27,6,-305.4701294725885,-305.4701294725885,7
S01,0,1,1,6,1.125,-273,-34,6,-305.4701294725885,-305.4701294725885,7
S01,0,1,1,6,1.25,-295,-34,6,-305.4701294725885,-305.4701294725885,7
S01,0,1,1,6,1.375,-347,-25,6,-305.4701294725885,-305.4701294725885,7
S01,0,1,1,6,1.5,-367,-20,6,-305.4701294725885,-305.4701294725885,7
S01,0,1,1,7,0.0,0,0,1,0.0,432.0,0
S01,0,1,1,7,0.125,0,0,1,0.0,432.0,0
S01,0,1,1,7,0.25,0,0,1,0.0,432.0,0
S01,0,1,1,7,0.375,0,0,1,0.0,432.0,0
S01,0,1,1,7,0.5,6,35,1,0.0,432.0,1
S01,0,1,1,7,0.625,12,75,1,0.0,432.0,1
S01,0,1,1,7,0.75,12,146,1,0.0,432.0,1
S01,0,1,1,7,0.875,11,179,1,0.0,432.0,1
S01,0,1,1,7,1.0,6,212,1,0.0,432.0,1
S01,0,1,1,7,1.125,1,273,1,0.0,432.0,1
S01,0,1,1,7,1.25,-8,287,1,0.0,432.0,1
S01,0,1,1,7,1.375,-32,310,1,0.0,432.0,1
S01,0,1,1,7,1.5,-45,306,1,0.0,432.0,1
S01,0,1,1,8,0.0,0,0,1,0.0,432.0,0
S01,0,1,1,8,0.125,0,0,1,0.0,432.0,0
S01,0,1,1,8,0.25,0,0,1,0.0,432.0,0
S01,0,1,1,8,0.375,0,0,1,0.0,432.0,0
S01,0,1,1,8,0.5,3,-23,1,0.0,432.0,5
S01,0,1,1,8,0.625,-20,-61,1,0.0,432.0,5
S01,0,1,1,8,0.75,-27,-75,1,0.0,432.0,5
S01,0,1,1,8,0.875,-31,-79,1,0.0,432.0,5
S01,0,1,1,8,1.0,-22,-81,1,0.0,432.0,5
S01,0,1,1,8,1.125,-4,-88,1,0.0,432.0,5
S01,0,1,1,8,1.25,9,-83,1,0.0,432.0,5
S01,0,1,1,8,1.375,14,-70,1,0.0,432.0,5
S01,0,1,1,8,1.5,28,-57,1,0.0,432.0,5
S01,0,1,1,9,0.0,0,0,1,0.0,432.0,0
S01,0,1,1,9,0.125,0,0,1,0.0,432.0,0
S01,0,1,1,9,0.25,0,0,1,0.0,432.0,0
S01,0,1,1,9,0.375,0,0,1,0.0,432.0,0
S01,0,1,1,9,0.5,-6,-8,1,0.0,432.0,6
S01,0,1,1,9,0.625,-37,-16,1,0.0,432.0,6
S01,0,1,1,9,0.75,-35,-26,1,0.0,432.0,6
S01,0,1,1,9,0.875,-47,-44,1,0.0,432.0,6
S01,0,1,1,9,1.0,-54,-71,1,0.0,432.0,6
S01,0,1,1,9,1.125,-60,-102,1,0.0,432.0,6
S01,0,1,1,9,1.25,-57,-156,1,0.0,432.0,5
S01,0,1,1,9,1.375,-49,-163,1,0.0,432.0,5
S01,0,1,1,9,1.5,-38,-158,1,0.0,432.0,5
S01,0,1,1,10,0.0,0,0,7,-432.0,0.0,0
S01,0,1,1,10,0.125,0,0,7,-432.0,0.0,0
S01,0,1,1,10,0.25,0,0,7,-432.0,0.0,0
S01,0,1,1,10,0.375,0,0,7,-432.0,0.0,0
