subject_id,session_number,run_number,trial_number,inner_trial_number,timestamp_seconds,cursor_pos_x,cursor_pos_y,target_label,target_pos_x,target_pos_y,arm_prediction_label
S03,0,1,1,1,0.0,0,0,2,305.4701294725885,305.4701294725885,0
S03,0,1,1,1,0.125,0,0,2,305.4701294725885,305.4701294725885,0
S03,0,1,1,1,0.25,0,0,2,305.4701294725885,305.4701294725885,0
S03,0,1,1,1,0.375,0,0,2,305.4701294725885,305.4701294725885,0
S03,0,1,1,1,0.5,11,23,2,305.4701294725885,305.4701294725885,2
S03,0,1,1,1,0.625,32,60,2,305.4701294725885,305.4701294725885,2
S03,0,1,1,1,0.75,44,90,2,305.4701294725885,305.4701294725885,2
S03,0,1,1,1,0.875,52,115,2,305.4701294725885,305.4701294725885,2
S03,0,1,1,1,1.0,60,139,2,305.4701294725885,305.4701294725885,2
S03,0,1,1,1,1.125,67,173,2,305.4701294725885,305.4701294725885,1
S03,0,1,1,1,1.25,81,217,2,305.4701294725885,305.4701294725885,1
S03,0,1,1,1,1.375,92,239,2,305.4701294725885,305.4701294725885,1
S03,0,1,1,1,1.5,96,257,2,305.4701294725885,305.4701294725885,1
S03,0,1,1,2,0.0,0,0,6,-305.4701294725885,-305.4701294725885,0
S03,0,1,1,2,0.125,0,0,6,-305.4701294725885,-305.4701294725885,0
S03,0,1,1,2,0.25,0,0,6,-305.4701294725885,-305.4701294725885,0
S03,0,1,1,2,0.375,0,0,6,-305.4701294725885,-305.4701294725885,0
S03,0,1,1,2,0.5,-31,-20,6,-305.4701294725885,-305.4701294725885,6
S03,0,1,1,2,0.625,-35,-39,6,-305.4701294725885,-305.4701294725885,6
S03,0,1,1,2,0.75,-37,-67,6,-305.4701294725885,-305.4701294725885,6
S03,0,1,1,2,0.875,-50,-87,6,-305.4701294725885,-305.4701294725885,6
S03,0,1,1,2,1.0,-78,-100,6,-305.4701294725885,-305.4701294725885,6
S03,0,1,1,2,1.125,-121,-103,6,-305.4701294725885,-305.4701294725885,6
